Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2010 [YR2010],2015 [YR2015]
Tanzania,TZA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,37.6349135537733,43.905749112822,50.1452800137052
Tanzania,TZA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Thailand,THA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.777862561695,97.1149653892725,98.2311448341909
Thailand,THA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Timor-Leste,TLS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,56.0601613847052,63.106391353313,70.2233000717669
Timor-Leste,TLS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Togo,TGO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,51.2118336267388,57.0211187902167,62.8176377683527
Togo,TGO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Tonga,TON,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.6316042200246,99.3384603181893,99.9058805065507
Tonga,TON,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Trinidad and Tobago,TTO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.1834721117569,96.4810445729421,96.9405590651792
Trinidad and Tobago,TTO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Tunisia,TUN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,90.135816317858,92.3152531886417,94.2302179632417
Tunisia,TUN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,62.5075801476643,89.0486125183861,92.7380117036359
Turkey,TUR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.6879308372091,97.9134871871766,98.8993534185424
Turkey,TUR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Turkmenistan,TKM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,87.6447708043473,91.1601742828918,94.4545773442882
Turkmenistan,TKM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,73.5604421785694,79.7828120051801,86.1474716235858
Turks and Caicos Islands,TCA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,89.2863636363636,92.0818181818181,94.3181818181818
Turks and Caicos Islands,TCA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Tuvalu,TUV,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.917592,98.658368,99.2577360000001
Tuvalu,TUV,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Uganda,UGA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,32.8649895849652,35.8962596255483,38.9214658679184
Uganda,UGA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,4.62829087159118,5.51049575180758,6.43899961400888
Ukraine,UKR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.3146758512979,96.94494960804,97.7317795623748
Ukraine,UKR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,70.4381210595818,84.3465431541529,92.1625806017013
United Arab Emirates,ARE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.6445349691231,99.637005140036,99.6307645789521
United Arab Emirates,ARE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
United Kingdom,GBR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
United Kingdom,GBR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,95.65,95.65,95.65
United States,USA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.1481811287898,99.1742924012184,99.2004346111735
United States,USA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.9541342528534,98.988404929591,99.0227162113958
Upper middle income,UMC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,88.2472704361905,92.4473971096912,95.700705114544
Upper middle income,UMC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Uruguay,URY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.2800071302104,98.3730121754454,99.2491110120541
Uruguay,URY,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Uzbekistan,UZB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,89.4005341344197,91.4596577818204,..
Uzbekistan,UZB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,51.5658844093729,51.1725022995317,..
Vanuatu,VUT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,82.6167399583929,86.6183433949205,90.5042552203868
Vanuatu,VUT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
"Venezuela, RB",VEN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.6200547400813,97.1124750772761,97.4172239371494
"Venezuela, RB",VEN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Vietnam,VNM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,82.2251670399766,86.5798493392181,91.1917662383792
Vietnam,VNM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Virgin Islands (U.S.),VIR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9985,99.997,99.9964
Virgin Islands (U.S.),VIR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
West Bank and Gaza,PSE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,88.124787207112,87.9362234850548,87.6458610176815
West Bank and Gaza,PSE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
World,WLD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,83.7650573190798,86.3729440825633,88.495848157543
World,WLD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,66.09,70.82,71.16
"Yemen, Rep.",YEM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,49.8135161345667,60.3711949433825,70.3588632343168
"Yemen, Rep.",YEM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Zambia,ZMB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,52.8512991400623,57.1071934388879,61.2253075915602
Zambia,ZMB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Zimbabwe,ZWE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,69.5841766807387,68.0672762989468,66.5631013091956
Zimbabwe,ZWE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
,,,,,,
,,,,,,
,,,,,,
Data from database: World Development Indicators,,,,,,
Last Updated: 07/10/2019,,,,,,
